twt,iline,xline,Seismic,cdp_x,cdp_y,Chaos,Dominant_Frequency,Gradient_Mag,Instantaneous_Bandwith,Instantaneous_Freq,Instantaneous_Quality,RMS,Sweetness,Envelope
500.0,2942,8619,-3.9788246,653478.44,367115.84,0.36334243,0.016716667,1.4933743,0.0,-0.016716667,-0.08358333,3.9885874,3.9788246,3.9788246
500.5,2942,8619,-3.981271725,653478.44,367115.84,0.36345176749999997,0.023327544875,1.4919253499999998,0.0086913175,-0.015025864400000002,-0.075129317625,3.9886479,3.9812725625,3.9812725625
501.0,2942,8619,-3.98371885,653478.44,367115.84,0.363561105,0.02993842275,1.4904764,0.017382635,-0.0133350618,-0.06667530525,3.9887084,3.983720525,3.983720525
501.5,2942,8619,-3.9861659749999996,653478.44,367115.84,0.3636704425,0.036549300624999996,1.48902745,0.0260739525,-0.0116442592,-0.058221292875,3.9887689,3.9861684874999996,3.9861684874999996
502.0,2942,8619,-3.9886131,653478.44,367115.84,0.36377978,0.04316017849999999,1.4875785,0.03476527,-0.0099534566,-0.0497672805,3.9888294,3.98861645,3.98861645
502.5,2942,8619,-3.991060225,653478.44,367115.84,0.36388911749999997,0.049771056375,1.4861295499999998,0.043456587500000005,-0.008262654000000001,-0.041313268125,3.9888898999999998,3.9910644125,3.9910644125
503.0,2942,8619,-3.99350735,653478.44,367115.84,0.363998455,0.056381934249999995,1.4846806,0.052147905,-0.0065718514,-0.03285925575,3.9889504,3.993512375,3.993512375
503.5,2942,8619,-3.9959544749999996,653478.44,367115.84,0.3641077925,0.06299281212499999,1.48323165,0.0608392225,-0.0048810488,-0.024405243374999996,3.9890109,3.9959603374999997,3.9959603374999997
504.0,2942,8619,-3.9984016,653478.44,367115.84,0.36421713,0.06960369,1.4817827,0.06953054,-0.0031902462,-0.015951231,3.9890714,3.9984083,3.9984083
504.5,2942,8619,-3.9970172249999996,653478.44,367115.84,0.36436131,0.075552855,1.4811269249999999,0.0752054175,-0.005659217175,-0.026433454624999998,3.9891851249999997,3.9970240125,3.9970240125
505.0,2942,8619,-3.99563285,653478.44,367115.84,0.36450549,0.08150202,1.4804711499999998,0.080880295,-0.00812818815,-0.03691567825,3.98929885,3.995639725,3.995639725
505.5,2942,8619,-3.994248475,653478.44,367115.84,0.36464967,0.087451185,1.4798153749999998,0.0865551725,-0.010597159125,-0.047397901875,3.989412575,3.9942554375,3.9942554375
506.0,2942,8619,-3.9928641,653478.44,367115.84,0.36479385,0.09340035,1.4791596,0.09223005000000001,-0.0130661301,-0.057880125500000004,3.9895262999999996,3.99287115,3.99287115
506.5,2942,8619,-3.9914797249999996,653478.44,367115.84,0.36493803,0.099349515,1.478503825,0.0979049275,-0.015535101075,-0.068362349125,3.989640025,3.9914868625,3.9914868625
507.0,2942,8619,-3.99009535,653478.44,367115.84,0.36508221,0.10529868,1.47784805,0.103579805,-0.01800407205,-0.07884457275000001,3.9897537499999998,3.990102575,3.990102575
507.5,2942,8619,-3.988710975,653478.44,367115.84,0.36522639,0.111247845,1.477192275,0.1092546825,-0.020473043025,-0.089326796375,3.989867475,3.9887182875000002,3.9887182875000002
508.0,2942,8619,-3.9873266,653478.44,367115.84,0.36537057,0.11719701,1.4765365,0.11492956,-0.022942014,-0.09980902,3.9899812,3.987334,3.987334
508.5,2942,8619,-3.9867392625,653478.44,367115.84,0.3655412925,0.10768759425,1.476672725,0.10383601925,-0.024038035375,-0.1071517575,3.9900999625,3.9867469250000003,3.9867469250000003
509.0,2942,8619,-3.9861519249999997,653478.44,367115.84,0.365712015,0.0981781785,1.47680895,0.0927424785,-0.02513405675,-0.114494495,3.990218725,3.98615985,3.98615985
509.5,2942,8619,-3.9855645875,653478.44,367115.84,0.3658827375,0.08866876275,1.476945175,0.08164893775,-0.026230078125,-0.1218372325,3.9903374875,3.985572775,3.985572775
510.0,2942,8619,-3.98497725,653478.44,367115.84,0.36605346,0.079159347,1.4770813999999999,0.07055539699999999,-0.0273260995,-0.12917997,3.9904562500000003,3.9849857,3.9849857
510.5,2942,8619,-3.9843899125,653478.44,367115.84,0.3662241825,0.06964993125,1.477217625,0.05946185625,-0.028422120875,-0.1365227075,3.9905750125,3.9843986250000003,3.9843986250000003
511.0,2942,8619,-3.9838025750000003,653478.44,367115.84,0.366394905,0.060140515500000005,1.47735385,0.048368315499999995,-0.02951814225,-0.143865445,3.990693775,3.9838115500000004,3.9838115500000004
511.5,2942,8619,-3.9832152375,653478.44,367115.84,0.3665656275,0.050631099750000005,1.477490075,0.037274774749999996,-0.030614163625000003,-0.1512081825,3.9908125375,3.983224475,3.983224475
512.0,2942,8619,-3.9826279,653478.44,367115.84,0.36673635,0.041121684,1.4776263,0.026181234,-0.031710185,-0.15855092,3.9909313,3.9826374,3.9826374
512.5,2942,8619,-3.9836558375,653478.44,367115.84,0.36691613624999997,0.0463803535,1.4768723875,0.032995312250000006,-0.030275152375000003,-0.1513757575,3.9910202625,3.9836659375,3.9836659375
513.0,2942,8619,-3.984683775,653478.44,367115.84,0.3670959225,0.051639023,1.476118475,0.0398093905,-0.02884011975,-0.14420059500000001,3.991109225,3.9846944750000004,3.9846944750000004
513.5,2942,8619,-3.9857117125,653478.44,367115.84,0.36727570875,0.0568976925,1.4753645625,0.04662346875000001,-0.027405087125,-0.13702543250000002,3.9911981875,3.9857230125000003,3.9857230125000003
514.0,2942,8619,-3.98673965,653478.44,367115.84,0.36745549499999997,0.06215636199999999,1.47461065,0.053437547,-0.0259700545,-0.12985027,3.99128715,3.98675155,3.98675155
514.5,2942,8619,-3.9877675875,653478.44,367115.84,0.36763528125,0.0674150315,1.4738567375,0.06025162525000001,-0.024535021875,-0.1226751075,3.9913761125,3.9877800875,3.9877800875
515.0,2942,8619,-3.988795525,653478.44,367115.84,0.3678150675,0.072673701,1.473102825,0.0670657035,-0.02309998925,-0.11549994499999999,3.991465075,3.988808625,3.988808625
515.5,2942,8619,-3.9898234625,653478.44,367115.84,0.36799485375,0.0779323705,1.4723489125,0.07387978175000001,-0.021664956625,-0.1083247825,3.9915540375,3.9898371625,3.9898371625
516.0,2942,8619,-3.9908514,653478.44,367115.84,0.36817464,0.08319104,1.471595,0.08069386,-0.020229924,-0.10114962,3.991643,3.9908657,3.9908657
516.5,2942,8619,-3.991395475,653478.44,367115.84,0.368337965,0.07494073999999999,1.470841525,0.072018105375,-0.0193215345,-0.09660767249999999,3.991815125,3.9914092625,3.9914092625
517.0,2942,8619,-3.99193955,653478.44,367115.84,0.36850129,0.06669043999999999,1.47008805,0.06334235075,-0.018413145,-0.092065725,3.9919872499999998,3.9919528250000003,3.9919528250000003
517.5,2942,8619,-3.992483625,653478.44,367115.84,0.368664615,0.05844014,1.469334575,0.05466659612500001,-0.0175047555,-0.0875237775,3.992159375,3.9924963875,3.9924963875
518.0,2942,8619,-3.9930277,653478.44,367115.84,0.36882793999999997,0.05018984,1.4685811,0.045990841500000004,-0.016596366,-0.08298183,3.9923314999999997,3.99303995,3.99303995
518.5,2942,8619,-3.993571775,653478.44,367115.84,0.368991265,0.04193954,1.467827625,0.037315086875,-0.0156879765,-0.0784398825,3.992503625,3.9935835125,3.9935835125
519.0,2942,8619,-3.99411585,653478.44,367115.84,0.36915459,0.03368924,1.46707415,0.028639332250000003,-0.014779587,-0.073897935,3.99267575,3.9941270749999997,3.9941270749999997
519.5,2942,8619,-3.994659925,653478.44,367115.84,0.369317915,0.025438940000000004,1.466320675,0.019963577625000003,-0.0138711975,-0.06935598750000001,3.992847875,3.9946706375,3.9946706375
520.0,2942,8619,-3.995204,653478.44,367115.84,0.36948124,0.01718864,1.4655672,0.011287823,-0.012962808,-0.06481404,3.99302,3.9952142,3.9952142
520.5,2942,8619,-3.99465575,653478.44,367115.84,0.36963415499999996,0.015906660837500003,1.4658524874999999,0.010743264875,-0.01136017339625,-0.056800866975,3.9928263250000002,3.99466555,3.99466555
521.0,2942,8619,-3.9941075,653478.44,367115.84,0.36978707,0.014624681675,1.466137775,0.010198706750000001,-0.0097575387925,-0.04878769395,3.99263265,3.9941169,3.9941169
521.5,2942,8619,-3.99355925,653478.44,367115.84,0.369939985,0.0133427025125,1.4664230625,0.009654148625000001,-0.00815490418875,-0.040774520925,3.992438975,3.99356825,3.99356825
522.0,2942,8619,-3.993011,653478.44,367115.84,0.3700929,0.01206072335,1.46670835,0.0091095905,-0.006552269584999999,-0.0327613479,3.9922453,3.9930196000000002,3.9930196000000002
522.5,2942,8619,-3.99246275,653478.44,367115.84,0.370245815,0.010778744187500001,1.4669936375,0.008565032375,-0.004949634981249999,-0.024748174875,3.992051625,3.99247095,3.99247095
523.0,2942,8619,-3.9919145,653478.44,367115.84,0.37039873,0.009496765025000001,1.467278925,0.00802047425,-0.0033470003774999993,-0.01673500185,3.99185795,3.9919223,3.9919223
523.5,2942,8619,-3.99136625,653478.44,367115.84,0.37055164500000004,0.0082147858625,1.4675642125000001,0.007475916125000001,-0.0017443657737499993,-0.008721828825,3.9916642749999998,3.99137365,3.99137365
524.0,2942,8619,-3.990818,653478.44,367115.84,0.37070456,0.0069328067,1.4678495,0.006931358,-0.00014173117,-0.0007086558,3.9914706,3.990825,3.990825
524.5,2942,8619,-3.991450525,653478.44,367115.84,0.37086247125,0.0180926046125,1.47038805,0.0180719495,0.0005585894762500001,0.0027929474249999997,3.9916207125,3.991461,3.991461
525.0,2942,8619,-3.9920830499999997,653478.44,367115.84,0.3710203825,0.029252402525,1.4729266,0.029212541,0.0012589101225000002,0.0062945506499999995,3.991770825,3.9920970000000002,3.9920970000000002
525.5,2942,8619,-3.992715575,653478.44,367115.84,0.37117829375,0.040412200437500004,1.47546515,0.0403531325,0.00195923076875,0.009796153875,3.9919209375,3.992733,3.992733
526.0,2942,8619,-3.9933481,653478.44,367115.84,0.371336205,0.05157199835,1.4780037,0.051493724,0.002659551415,0.0132977571,3.99207105,3.993369,3.993369
526.5,2942,8619,-3.993980625,653478.44,367115.84,0.37149411625,0.0627317962625,1.48054225,0.0626343155,0.00335987206125,0.016799360325,3.9922211625,3.994005,3.994005
527.0,2942,8619,-3.99461315,653478.44,367115.84,0.3716520275,0.073891594175,1.4830808,0.073774907,0.0040601927075,0.02030096355,3.992371275,3.9946409999999997,3.9946409999999997
